mbid,verse_name,poetry_form,t_start,t_end,offset_start,offset_end,mizan,orchestra,lyric
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.6.4.1,Qasida,2518.918846672904,2524.8792167661272,2575.75,2587.75,Quddam, Tetouan institut,ḥīn arādūā fitnatī
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.6.4.2,Qasida,2524.8792167661272,2530.6489544445244,2589.75,2598.75,Quddam, Tetouan institut,qarrabūā dhāk al-ḥasan
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.7.1.1,Moaxaja,2543.0041012115357,2554.811756082868,2631.75,2656.75,Quddam, Tetouan institut,shams al-‘ashīyah rawnaqat
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.7.1.2,Moaxaja,2558.9387061601633,2564.9550600034886,2666.75,2680.75,Quddam, Tetouan institut,jam‘ al-katā’ib wal-biṭāḥ wal-biṭāḥ
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.7.2.1,Moaxaja,2593.587711319493,2605.136390116412,2751.75,2776.75,Quddam, Tetouan institut,‘alá al-ghuṣūn ashraqat
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.7.2.2,Moaxaja,2609.2204973129037,2615.2571924925237,2786.75,2800.75,Quddam, Tetouan institut,wazuyyinat bihā al-liqāḥ al-liqāḥ
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.7.3.1,Moaxaja,2643.288824163347,2653.9678263699143,2871.75,2896.75,Quddam, Tetouan institut,wabiālghalas
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.7.3.2,Moaxaja,2657.979928896438,2664.1627936242085,2906.75,2920.75,Quddam, Tetouan institut,āhin ‘alá qalbī al-jirāḥ al-jirāḥ
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.7.4.1,Moaxaja,2668.5172785948325,2674.1908900728804,2931.75,2944.75,Quddam, Tetouan institut,tawashshaḥat bi-al-āiṣfirār bi-al-āiṣfirār
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.7.4.2,Moaxaja,2687.9591360578565,2693.9939861806542,2979.75,2992.75,Quddam, Tetouan institut,ḥīn ghuyyibat ‘an muqlatī muqlatī
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.7.5.1,Moaxaja,2697.778193892675,2708.71138965588,3003.75,3029.75,Quddam, Tetouan institut,waman hawiyat ẓabī al-nifār
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.7.5.2,Moaxaja,2712.398930945208,2718.402143919235,3038.75,3052.75,Quddam, Tetouan institut,‘awwal yā ṣāḥ ‘an furqatī furqatī
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.8.1.1,Zejel,2721.9875332889037,2730.8110761767553,3063.75,3083.75,Quddam, Tetouan institut,yā shams al-‘ashīyah
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.8.1.2,Zejel,2738.1416958887335,2748.9265618955737,3102.75,3128.75,Quddam, Tetouan institut,wadda‘tuk lillah
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.8.2.1,Zejel,2782.0793158734573,2790.7980225268407,3213.75,3233.75,Quddam, Tetouan institut,bi-al-wājib ‘alay
b11237b9-d45b-4b3a-a97b-ab7d198f927f,in.8.2.2,Zejel,2798.057537712369,2809.0411367445504,3252.75,3278.75,Quddam, Tetouan institut,astaghfir al-lah
